"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias"
"Variável - Quantidade produzida (Toneladas)"
"Nível","Cód.","Brasil e Microrregião Geográfica","Ano x Produto das lavouras temporárias"
"Nível","Cód.","Brasil e Microrregião Geográfica","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Nível","Cód.","Brasil e Microrregião Geográfica","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)","Milho (em grão)"
"MI","31051","Poços de Caldas (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","58230","59324","57663","59940","59350","59400","55548","63648","65225","62960","60850","75345","82525","94945","105620","110226","91576","78162","90283","78788","71878","86773","95680","109388","95628","97134","99750","59532","69300","70260","69250","71451"
"MI","31052","Pouso Alegre (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","33684","30877","33279","34960","36968","34780","47446","41943","40831","43671","41697","39997","65791","66429","73317","75912","71041","60727","67580","64704","63236","62470","61370","67696","52525","59652","59364","56518","59330","50477","55307","59021"
"MI","31053","Santa Rita do Sapucaí (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","22602","36365","32770","35740","36397","31171","32886","33166","35862","37894","34967","37026","45004","58716","75161","74683","60234","61255","64721","72082","71436","70473","58546","70951","58981","62765","60874","76905","80614","82280","60614","62122"
"MI","31054","São Lourenço (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","18897","23181","22134","23807","23953","24753","20114","20509","22775","22835","23609","29138","32131","58471","72994","72781","68233","69180","63801","62983","62983","62161","74019","67503","59133","65626","76005","68359","57133","70335","86353","94223"
"MI","31055","Andrelândia (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","21256","31214","31646","32917","32638","32251","31971","32964","31251","30614","33774","32196","32947","45989","51382","50317","53660","65873","73730","76221","71341","71841","86553","73988","53466","102907","84746","68632","78935","97465","107221","108255"
"MI","31056","Itajubá (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","13830","15547","19867","18286","19496","18366","20518","18862","16150","14098","13662","14147","13863","16529","16243","16602","15697","17472","17474","17940","18355","17905","18575","18635","18739","19405","16669","5941","5640","6082","5738","5927"
"MI","31057","Lavras (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","11162","43664","42757","38108","39516","54364","53950","51352","57716","67500","53124","58660","68950","80000","94550","95090","79433","88688","93350","93570","86854","89945","93700","94532","91405","85922","90728","92063","110121","147502","137295","138388"
"MI","31058","São João Del Rei (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","30109","41118","39857","40153","39433","43968","35570","38305","34335","34795","42847","53756","58488","90773","121370","119100","111014","118083","125983","128394","139199","124890","146345","163060","147160","146727","207240","184935","195323","305280","338011","334157"
"MI","31059","Barbacena (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","66010","72890","65141","48835","48917","56510","52970","22550","22550","29996","31186","38740","45708","49648","56292","61592","50436","56433","61125","61919","62960","62600","79860","73205","84360","98860","98609","66487","64437","66025","63716","72964"
"MI","31060","Ponte Nova (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","47690","55948","61068","61564","62268","46278","49785","48468","48476","48559","48366","44579","53793","53860","57323","59647","25819","24772","23471","28111","31270","31093","41937","42088","40267","41825","34804","11751","20087","22307","24635","25072"
"MI","31061","Manhuaçu (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","25272","36652","46917","45467","39572","26682","26822","33163","28316","29354","22154","21263","35349","45197","47997","53866","17484","38519","35569","39162","43398","42704","43871","45210","46003","48297","34253","12209","15702","16776","20456","22338"
"MI","31062","Viçosa (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","68940","74236","73388","75634","79325","77631","54431","71652","82332","67512","75340","86563","91010","91380","87884","88344","81308","87997","88468","90288","87191","84763","76186","84708","77754","82009","78944","56033","51854","53842","62793","64104"
"MI","31063","Muriaé (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","21772","25891","27661","29743","27793","27166","26284","41303","30921","31896","23491","18306","18825","20240","22484","23733","21584","27792","29048","29736","29099","18850","19250","16148","15560","9617","14388","9407","12504","12725","13405","13416"
"MI","31064","Ubá (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","55801","56084","56426","60342","64034","63451","57910","51115","40433","40752","34210","35439","35474","38868","42986","44487","33872","40187","40307","41066","34168","26159","25182","23938","23778","18644","13199","5991","4860","5912","5733","7283"
"MI","31065","Juiz de Fora (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","33134","51500","65433","68272","64157","59358","39833","38783","35175","33086","30389","28154","26396","23893","27713","25029","20226","19076","19331","19455","17615","17445","16648","18488","14426","16541","10626","6814","5431","8301","6149","6745"
"MI","31066","Cataguases (MG)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","7898","10036","11669","11721","11693","11964","10898","10744","10587","9539","7969","9729","8948","8820","10162","10156","7241","8595","7250","7205","7205","6871","8701","4441","3250","2600","2093","1947","1506","1160","1215","1725"
"MI","32001","Barra de São Francisco (ES)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","11075","17520","11067","15420","6003","92","2331","3045","2820","2407","2454","2490","3015","1848","1814","1814","749","855","691","691","1163","1124","1120","1144","858","210","298","418","418","497","510","574"
"MI","32002","Nova Venécia (ES)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","7050","13060","12705","14825","13200","796","3293","6959","5890","3650","4870","4360","6893","5886","4766","4692","3934","4310","4572","4360","4025","4150","4250","4370","3064","992","250","479","502","462","435","533"
"MI","32003","Colatina (ES)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","27946","44228","32685","45085","18677","376","10258","10430","9556","9872","12100","12076","12560","4551","6300","7270","4627","6328","5337","5337","3877","3783","4149","3379","2988","1272","854","810","820","796","742","787"
"MI","32004","Montanha (ES)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","13800","28550","25216","27451","22897","10997","3540","4170","1945","1726","771","1851","2771","798","688","1174","1325","848","871","857","1160","625","623","210","2351","6304","5410","3028","8560","7022","8847","9009"
"MI","32005","São Mateus (ES)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","9093","14488","8290","11595","12620","8419","4719","12346","6888","8709","2120","2538","3249","2890","1890","1113","977","1288","1028","1058","696","1235","1255","1239","1408","583","177","242","368","398","468","457"
"MI","32006","Linhares (ES)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","13795","22640","20361","29347","23993","20456","20807","16364","9844","9928","9940","13590","19106","19355","22964","13498","12015","9385","9175","8780","6510","4980","4350","3354","4018","1968","610","1313","1437","1401","1371","1261"
"MI","32007","Afonso Cláudio (ES)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","38214","58770","54140","52400","38710","16719","31817","30562","27667","20815","21305","20840","22530","26229","25538","24170","13429","13600","13435","15865","13134","12574","10004","8710","7018","4019","1960","2082","2240","2258","2292","2305"
"MI","32008","Santa Teresa (ES)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","21670","35330","34443","24643","29297","9699","11467","23088","19448","22126","20098","22223","22308","22793","19910","23550","16755","23480","25817","25817","21857","26270","20950","13114","12110","8667","8652","8731","8739","7882","8375","8555"
"MI","32009","Vitória (ES)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","872","1632","1820","1188","998","582","870","734","480","480","546","549","670","386","406","307","274","186","85","94","71","97","94","62","62","51","20","29","66","63","212","203"
"MI","32010","Guarapari (ES)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1747","3418","2773","2573","2990","2560","788","684","1887","1671","1317","1297","1163","1127","935","925","1045","925","987","1026","1110","1134","2243","2238","2242","2305","2409","2260","2263","2257","2249","2252"
"MI","32011","Alegre (ES)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","29661","51608","37600","35886","35189","34335","24535","24578","18548","20039","18539","15750","21460","22580","26210","26480","12388","19420","21419","21419","3219","18719","17100","18420","16669","2383","15505","15390","14684","12601","11690","13841"
"MI","32012","Cachoeiro de Itapemirim (ES)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","12933","27505","26982","32820","22640","14614","23368","24273","22374","23319","17550","16335","21620","22978","17308","16369","10306","10663","10619","11185","8285","6703","10433","6342","5250","1359","1630","2305","1795","1761","1557","1758"
"MI","32013","Itapemirim (ES)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","195","655","655","673","630","420","889","758","682","822","732","880","700","866","850","850","553","553","605","650","430","530","662","249","183","34","122","122","135","135","135","135"
"MI","33001","Itaperuna (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","4930","13519","15055","18703","14068","961","9460","9049","8679","8679","7775","7420","7150","8326","9270","10445","9847","8505","6537","6046","6252","6292","4464","3943","3056","1532","2642","2681","2619","2008","2025","1184"
"MI","33002","Santo Antônio de Pádua (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1416","3353","5553","5136","4731","2541","4291","5490","3369","3117","3165","3092","3011","3209","3829","4487","4350","4266","2188","2886","2735","2674","2625","2582","2141","1138","712","750","707","688","680","578"
"MI","33003","Campos dos Goytacazes (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","3070","4506","4825","7136","5404","5316","3327","3078","4206","4475","3899","2199","2294","1242","1780","1824","1832","1912","1795","1944","870","877","1073","676","481","-","-","8","-","-","-","75"
"MI","33004","Macaé (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1819","2137","725","500","1164","1120","2305","1320","2249","1140","1685","792","240","360","593","912","978","760","761","1123","968","2128","1272","894","910","1210","2263","2369","2405","4435","4315","5889"
"MI","33005","Três Rios (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","637","1101","1135","1396","1506","1349","1194","1185","1201","1167","1121","903","950","950","1265","1191","916","687","687","380","381","625","625","534","204","24","24","45","43","-","-","-"
"MI","33006","Cantagalo-Cordeiro (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","2212","6060","7656","7340","5880","1870","1884","2026","2000","1702","1620","1360","1360","1431","1350","1396","1276","1411","1684","980","980","506","418","440","420","150","108","109","112","32","182","182"
"MI","33007","Nova Friburgo (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","3365","4565","5175","5175","3590","3775","3921","4597","4118","3937","3270","2055","2377","2698","2703","2715","2715","1765","2300","2510","2510","2413","2083","2083","2150","698","575","569","569","337","300","306"
"MI","33008","Santa Maria Madalena (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","2924","4360","4614","4680","4180","2460","2280","2252","2180","2705","2955","2955","2955","2080","2240","2020","1980","1682","1710","965","965","965","670","670","680","492","497","55","49","67","39","70"
"MI","33009","Bacia de São João (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1151","394","362","508","683","528","804","765","482","157","198","180","196","170","232","280","230","212","212","426","262","199","232","170","252","103","153","173","138","81","194","141"
"MI","33010","Lagos (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1272","732","734","734","614","441","513","403","383","289","286","596","298","298","255","292","292","203","228","122","122","122","122","152","89","134","10","5","-","-","-","-"
"MI","33011","Vale do Paraíba Fluminense (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","2462","2633","2616","3805","4872","2678","4891","3495","3166","2910","2498","2470","2338","2070","1190","1208","1126","984","968","966","958","764","655","637","293","436","405","342","338","263","86","98"
"MI","33012","Barra do Piraí (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","3783","5016","5070","5280","5280","4320","2106","2106","1911","1911","1911","1911","-","-","-","-","48","48","526","526","526","526","526","260","198","190","31","31","14","12","10","22"
"MI","33013","Baía da Ilha Grande (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","402","409","409","403","313","277","119","150","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"MI","33014","Vassouras (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","1031","1407","1303","1256","1300","1133","855","860","780","780","780","780","-","-","-","60","60","60","22","33","33","33","33","39","33","33","33","33","33","44","35","12"
"MI","33015","Serrana (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","538","318","240","246","298","348","196","166","60","106","82","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"MI","33016","Macacu-Caceribu (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","120","240","180","200","200","162","357","357","302","344","576","6","6","3","3","5","6","6","6","6","6","6","21","12","21","16","20","30","20","-","-","-"
"MI","33017","Itaguaí (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","192","220","260","200","160","210","180","180","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"MI","33018","Rio de Janeiro (RJ)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","361","481","338","344","302","316","201","213","169","208","205","117","80","74","142","135","130","130","110","110","110","148","190","229","134","78","90","1043","47","-","-","-"
"MI","35001","Jales (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","48075","73572","69765","53866","58082","64887","57521","54406","37697","41176","40044","38514","38976","42779","41055","28646","35400","24806","23551","20597","26617","20619","15869","25511","16686","21527","21153","18817","14453","12228","8500","9355"
"MI","35002","Fernandópolis (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","47700","62720","66966","64209","62328","75879","55637","64092","63172","66114","70131","61829","62945","70663","82918","51615","57430","46759","32882","27736","27644","28523","27476","21885","16383","9784","20484","25688","24427","14109","18897","18921"
"MI","35003","Votuporanga (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","43782","110080","90900","85605","75836","77694","72130","98627","67579","70316","81272","86716","86475","91676","95522","82193","100970","57445","87464","61518","54867","63750","63376","67477","44972","53655","40235","35700","42292","16806","17716","14931"
"MI","35004","São José do Rio Preto (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","155192","230750","198522","200986","205565","219622","188214","176998","154381","183714","175687","231361","233048","250834","233742","156498","157772","132862","155992","137471","175385","127286","121096","147085","132839","134337","121846","152911","129560","82947","91150","89156"
"MI","35005","Catanduva (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","9603","16835","14670","14918","15171","26042","7787","7411","8337","9912","10502","12807","15846","17280","14220","9013","10956","10895","9013","8337","7781","7845","6391","6982","4714","5674","5741","6430","5036","3854","4707","4088"
"MI","35006","Auriflama (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","11195","10718","27265","31378","29592","40369","25623","27697","31001","30337","23848","23441","19919","22344","26989","26997","19314","12949","24666","29067","26733","24125","22724","51133","12067","17653","17406","18660","18974","12913","11640","16913"
"MI","35007","Nhandeara (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","24220","27832","29565","21379","21281","27270","21247","32997","19964","19379","25188","19927","20746","32160","35698","24578","31686","19472","29786","15587","14524","19284","14116","19247","15216","23942","17269","15568","14079","12266","14730","47284"
"MI","35008","Novo Horizonte (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","18520","29140","27540","24179","25476","31555","20172","26634","18150","18739","25114","27676","28186","25849","25489","29117","21761","16295","19010","20140","15076","14416","22950","29695","22975","23363","29340","33122","28083","10760","19536","25490"
"MI","35009","Barretos (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","82513","123000","121300","104908","95914","78990","80610","46708","35382","37612","32069","42948","33565","31338","32322","36014","28653","15417","11606","11390","9994","13062","10298","15112","20246","20203","23311","26458","18427","25518","26339","28944"
"MI","35010","São Joaquim da Barra (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","315540","517080","532547","441458","377862","337703","332758","317183","328194","328661","132276","247080","122894","153912","191286","88571","98941","163905","159520","25994","66554","186660","190279","170197","142005","226165","166918","173584","195998","193827","203372","113146"
"MI","35011","Ituverava (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","127115","159874","159180","138560","103625","124428","127216","103286","114696","112042","40523","81044","64188","66286","55227","47427","38107","32580","40707","27825","27825","22658","44172","20466","15644","30266","22078","22126","21441","13535","14571","9965"
"MI","35012","Franca (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","55945","117858","109491","92674","95997","81162","83155","85973","79906","82964","75785","89817","74270","76330","75795","77562","76941","58488","69958","33770","38000","35434","37854","44221","37045","40206","37962","36306","32442","28783","29232","27178"
"MI","35013","Jaboticabal (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","58116","88474","78697","57116","33215","41014","31502","38551","23873","29743","33554","40317","35629","33832","30497","23120","21112","22245","19219","23661","23184","16382","30712","32324","30622","29319","33685","39119","34423","25661","25466","24492"
"MI","35014","Ribeirão Preto (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","62448","86609","76511","80994","49464","39111","27414","34162","32725","35510","39438","48360","37524","39779","45354","36270","38040","35070","32775","22241","19135","19364","16204","22248","17817","28045","23308","29547","25287","29640","31911","32009"
"MI","35015","Batatais (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","62030","85030","118164","117285","80760","95910","85730","76510","78023","91090","63105","73410","60411","64410","60950","53775","48486","47340","51847","37796","39501","44721","39600","34666","30342","30452","32012","31359","24701","34784","35408","35408"
"MI","35016","Andradina (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","77194","134800","166840","121601","123557","123906","83447","69733","45302","56532","69122","65220","80364","118725","104031","123970","122279","98455","124149","79864","98054","60090","67507","75236","37272","53320","52903","35599","30678","34974","47928","39327"
"MI","35017","Araçatuba (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","76480","96773","126033","85181","85306","98475","90571","111710","85638","92786","84648","103519","129095","136272","109740","82196","116515","51730","60715","48201","52697","46507","45873","60243","47783","39750","48440","20942","45354","47916","48756","53626"
"MI","35018","Birigui (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","48489","62266","86609","83821","85766","118541","92985","124948","100773","119363","85972","116865","80628","128709","99792","91651","68569","48035","67393","37220","62926","59658","69724","85382","46967","88815","87605","120424","57811","70093","57420","46209"
"MI","35019","Lins (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","50700","55230","46040","45058","32837","52570","50760","65798","71665","67773","72110","100415","104773","121133","100694","58150","70608","61776","74140","15750","48810","68022","41683","52928","18293","27901","32655","40940","33954","14647","14424","7929"
"MI","35020","Bauru (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","37464","35770","35057","24231","24414","53350","27587","37746","36037","40227","38743","26194","29443","46448","46065","36938","36546","36658","38381","29689","33369","26782","19446","21680","21737","16832","25023","24672","22287","25207","29440","18452"
"MI","35021","Jaú (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","36174","61700","41908","44184","38346","47087","41517","45412","35324","47070","39818","47739","43664","46803","42093","39933","39458","21609","29570","19891","25201","24030","23817","23814","23815","32551","34204","36671","31569","33316","28560","29943"
"MI","35022","Avaré (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","73190","88877","81027","76118","83112","120935","142180","165650","139600","149700","104856","143112","80468","207624","160794","143909","243824","222957","225860","208162","178732","130601","165520","167770","130060","196301","229005","309841","280606","298830","333315","298759"
"MI","35023","Botucatu (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","22847","20663","20160","20119","27128","29642","28180","28994","22476","26202","29176","35670","41315","44632","37891","36472","31074","19524","37155","31776","16322","16061","18306","22136","22320","22834","22240","36718","41797","43530","43530","22235"
"MI","35024","Araraquara (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","66213","112674","104972","81026","47569","59915","34279","46975","36383","41252","55758","65917","59976","59381","62745","63327","62562","37289","44297","16790","34748","38513","52029","74063","61839","58105","64051","82256","58227","43467","43639","38546"
"MI","35025","São Carlos (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","37603","84320","62742","60360","45825","72160","67510","44337","39785","54576","33885","39891","34032","30025","30075","26349","30463","27315","31251","20590","11193","12900","28889","30250","18840","13556","18883","22970","20919","20739","23486","23707"
"MI","35026","Rio Claro (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","13655","18172","16605","15032","13824","14991","16308","15918","13103","11442","12999","11956","14085","13897","14874","14441","13347","9940","12330","11910","11230","10814","12435","14031","10844","17119","24016","26715","24831","21024","21503","20965"
"MI","35027","Limeira (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","33432","62676","59031","59145","66379","80495","82365","90481","72130","100445","78291","77325","120128","117917","102623","107470","117502","121738","124560","41860","83856","91762","86098","111629","53151","85182","97437","89731","88154","89318","51333","32847"
"MI","35028","Piracicaba (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","16050","19545","18468","12336","11090","20749","16109","15196","17319","18362","22596","23189","23174","21494","21505","17358","21202","20144","20301","23752","16608","24553","25302","37394","21864","40577","40130","40865","33820","32690","34565","33601"
"MI","35029","Pirassununga (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","43180","66640","76218","82520","65058","71081","82908","90251","75534","97383","105888","84512","96788","109911","163957","116984","126411","89756","118930","106638","115890","96570","115798","115001","115210","139519","119805","120868","105918","115859","96943","70414"
"MI","35030","São João da Boa Vista (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","93390","142690","123091","114477","83256","166337","156061","176628","158620","205504","229566","186711","266220","272477","272500","271099","257096","273912","250437","234441","234596","234950","317813","245877","240602","257076","349848","326862","317117","248002","245628","232095"
"MI","35031","Mogi Mirim (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","37500","49060","44760","34120","37470","55086","40390","57960","47600","59667","86320","116281","91742","114339","113832","113766","104424","77078","101202","99398","90475","95916","99203","104046","43758","81374","86670","93206","95995","105725","73172","62541"
"MI","35032","Campinas (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","24054","26688","22833","32445","15408","31577","19823","20858","18589","21651","28685","35892","36850","36623","30124","35193","44134","31743","41288","31937","14220","27362","28858","28643","19772","30442","32576","39387","33697","34433","33649","27350"
"MI","35033","Amparo (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","22290","20385","21220","21120","20335","23960","23505","20955","19515","20580","21239","20634","21252","19965","19826","17880","16362","15095","18092","18011","19941","29976","38375","38155","29868","28928","32843","34989","32417","34817","34600","35014"
"MI","35034","Dracena (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","23178","25916","18972","17523","19152","19563","13716","18777","16574","13426","14868","19446","18611","23014","29151","12828","17208","13743","7462","7462","8391","5125","3710","4464","1658","4512","4167","5111","1567","1888","2840","2175"
"MI","35035","Adamantina (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","34389","37503","32520","25404","32301","30666","23930","46374","32458","25671","25544","34352","36744","33442","36993","33906","31172","20154","25892","19329","19754","16513","18953","18632","10894","16012","14717","22435","19096","15590","18155","19657"
"MI","35036","Presidente Prudente (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","64749","88632","53862","60352","54933","58994","56335","75954","78392","71142","62624","79614","86151","144694","134341","118260","92496","81625","94947","52603","68623","69468","101062","115620","152686","162633","149233","172920","128748","155326","201639","189670"
"MI","35037","Tupã (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","15724","21225","12300","11055","21663","17233","16801","18547","16075","17243","14910","30573","26100","36104","33464","28879","25677","28826","18350","15219","13247","12828","13885","11530","10576","13235","9495","13294","11283","10484","9791","13313"
"MI","35038","Marília (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","20276","23359","19231","15094","19351","28086","20901","23497","20969","10415","12948","10437","19392","35980","34991","30823","32503","31419","35293","2562","31529","37793","41188","53114","46550","47525","50953","48445","46048","43052","41629","34908"
"MI","35039","Assis (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","68440","235640","355254","433907","251192","538621","488773","585469","636128","474173","174762","528103","304175","597172","595450","352200","361452","519333","641108","343157","538667","328825","642497","596344","679503","727086","543637","678485","497388","823400","628375","166745"
"MI","35040","Ourinhos (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","89045","109968","116988","111011","104549","150787","145772","167327","158400","154852","128536","191239","171385","186276","188338","245920","257574","242554","221275","262084","260764","264771","256663","232741","232734","345022","315396","372061","316449","447526","351171","286423"
"MI","35041","Itapeva (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","237360","268220","262116","206130","194601","281686","241869","260345","247064","315367","232446","435179","546715","487750","456410","542064","679622","788148","869248","760484","748052","346500","851921","657090","747340","705352","743849","874376","746609","735035","705784","616848"
"MI","35042","Itapetininga (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","38520","42068","60450","48374","49589","116112","37603","56981","97870","114130","93420","142510","116600","129088","152445","140321","144793","120404","120651","114035","180557","146800","189010","175800","142618","214384","206875","238412","186596","196148","191623","185867"
"MI","35043","Tatuí (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","27540","37280","44640","31110","28530","47350","27200","41320","41628","32408","46697","59787","65212","85695","85590","86445","83637","54909","75936","92881","69309","74615","65942","78337","45143","54244","35311","51320","61516","62452","65300","72928"
"MI","35044","Capão Bonito (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","67848","111960","76350","61884","51600","71005","53859","60748","52540","70318","55844","96659","97934","115166","116804","134071","149650","125980","165442","225484","180852","110329","168606","190908","187014","188796","202975","245066","223360","176889","178514","250699"
"MI","35045","Piedade (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","28320","43710","32670","22660","30016","66038","24540","30290","39140","28384","30212","36964","34875","69792","64518","70433","64977","69017","79755","73570","68977","77920","66166","116510","93570","164845","180472","156714","136440","166843","155401","137411"
"MI","35046","Sorocaba (SP)","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","43530","49571","47760","39120","38064","59290","24353","26769","35379","36631","27840","37543","52904","46614","57942","59944","55822","57902","53781","57893","35960","40100","46341","44150","34627","39639","37140","44140","46182","53660","55516","49816"
